ngram,hawk_score,dove_score,polarity
member_refer_indication_residential_nonresidential_construction_activity_remain_relatively_robust_fragmentary_data_anecdotal_report_suggest_consumer_spending_steady_possibly_turn_early_year,0.0,0.0,0.0
remainder_two_year_forecast_horizon_economy_expect_grow_generally_along_estimate_potential,0.0,0.0,0.0
general_member_saw_favorable_prospect_appreciable_recovery_overall_business_activity_year_progress,0.0,0.0,0.0
staff_forecast_prepared_meeting_suggest_economic_activity_would_expand_relatively_slow_pace_near_term,0.0,0.0,0.0
seem_increase_number_exception_business_contact_continue_report_raise_price_difficult_carry_successfully_often_impossible,0.0,0.0,0.0
effort_include_persistingly_large_investment_new_equipment_rationalization_business_organization_train_retrain_exist_worker_demand_new_task,0.0,0.0,0.0
conclusion_discussion_committee_vote_authorize_direct_federal_reserve_bank_new_york_instructed_otherwise_execute_transaction_soma_accordance_follow_domestic_policy_directive_release_2_00_p,0.0,0.0,0.0
unusually_strong_increase_earlier_year_real_business_fix_investment_decline_slightly_fourth_quarter,0.0,0.0,0.0
statistical_indicator_housing_activity_anecdotal_report_numerous_part_country_point_persist_strength_homebuilding_sign_slowdown_area,0.0,0.0,0.0
indeed_past_experience_suggest_rebound_capital_spending_take_hold_easily_could_exceed_current_forecast_moderate_acceleration,0.0,0.0,0.0
growth_total_domestic_nonfinancial_debt_moderate_recent_month_year_near_midpoint_aggregate_monitoring_range,0.0,0.0,0.0
dollar_upward_movement_german_mark_european_currency_associate_increase_indication_weaken_economic_expansion_key_european_country_great_declines_interest_rate_country_unite_state,0.0,0.0,0.0
circumstance_ease_point_current_uncertainty_strengthen_confidence_induce_inventory_rebuild_positive_implication_least_time_expansion_economic_activity,0.0,0.0,0.0
despite_continue_gain_final_sale_inventory_estimate_change_little_fourth_quarter_currently_level_widely_view_unusually_low_relation_sale,0.0,0.0,0.0
evident_uncertainty_pessimism_business_community_also_reflect_tight_inventory_control_policy,0.0,0.0,0.0
agree_next_meeting_committee_would_hold_tuesday_wednesday_january_28_29_2003,0.0,0.0,0.0
possible_market_response_primary_factor_determine_desirability_policy_action_committee_need_take_account_gauge_potential_effect_particular_policy_move,0.0,0.0,0.0
although_least_marginal_preference_retain_current_tilt_toward_weakness_member_willing_accept_balanced_statement_light_uncertainty_surround_prospective_market_reaction,0.0,0.0,0.0
member_saw_less_risk_development_partly_widespread_market_expectation_even_sizable_reduction_intend_federal_fund_rate_committee_would_change_assessment_unbalanced_risk_economy_present_circumstance,0.0,0.0,0.0
view_many_member_retain_assessment_risk_tilt_toward_weakness_would_raise_odds_overreaction_financial_market_might_well_misread_committee_decision_sign_member_concern_potential_great_economic_weakness_fact_case_therefore_committee_currently_saw_likely_need_ease_later,0.0,0.0,0.0
economy_probably_would_continue_underperform_period_immediately_ahead_absence_unpredictable_adverse_shock_sluggish_performance_likely_balance_subsequent_economic_strength_light_policy_action,0.0,0.0,0.0
member_indicate_light_contemplate_50_basis_point_ease_action_could_support_shift_committee_assessment_risk_economy_tilt_toward_economic_weakness_balance_foreseeable_future_although_voiced_reservation_need_shift,0.0,0.0,0.0
even_large_addition_supply_new_home_earlier_year_tend_indicate_additional_impetus_housing_construction_would_limit_next_several_quarter,0.0,0.0,0.0
recent_housing_activity_include_record_sale_area_suggest_persist_underlying_strength_residential_construction,0.0,0.0,0.0
residential_construction_expenditure_like_household_spending_consumer_good_service_hold_well_despite_cyclical_downturn_employment_sizable_net_loss_stock_market_wealth,0.0,0.0,0.0
business_fix_investment_notably_outlays_equipment_software_project_resume_relatively_robust_growth_comparatively_brief_period_adjustment_capital_stock_desirable_level_growth_abroad_see_support_expansion_u_export_fiscal_policy_assume_become_expansionary,0.0,0.0,0.0
result_growth_spending_consumer_durables_expect_appreciably_first_half_last_year_housing_demand_unchanged_recent_level,0.0,0.0,0.0
forecast_anticipated_expansion_domestic_final_demand_would_hold_back_extent_decline_household_net_worth_associate_downturn_occur_equity_price_remain_effect_prior_monetary_restraint_continuation_somewhat_stringent_credit_term_condition_type_loan_financial_institution,0.0,0.0,0.0
period_sub_par_activity_expect_foster_appreciable_slacken_resource_utilization_moderation_core_price_inflation,0.0,0.0,0.0
survey_early_1999_indicate_buoyant_consumer_sentiment_reflect_optimism_personal_finance_employment_outlook,0.0,0.0,0.0
unseasonably_mild_weather_hold_spending_energy_service_november_december_purchase_type_service_record_moderate_increase,0.0,0.0,0.0
outlay_nondurable_good_brisk_despite_sluggish_growth_spending_apparel,0.0,0.0,0.0
retail_sale_rise_sharply_fourth_quarter,0.0,0.0,0.0
consumer_spending_support_sizable_gain_income_net_worth_remain_robust_year_end,0.0,0.0,0.0
share_price_u_equity_market_remain_volatile_change_major_index_mixed_balance_intermeeting_period,0.0,0.0,0.0
accordingly_context_committee_long_run_objective_price_stability_sustainable_economic_growth_give_careful_consideration_economic_financial_monetary_development_committee_decide_slightly_great_slightly_less_reserve_restraint_would_acceptable_intermeeting_period,0.0,0.0,0.0
dollar_appreciation_relative_japanese_yen_appear_related_part_narrow_japan_trade_current_account_surplus,0.0,0.0,0.0
expansion_m2_fourth_quarter_1994_fourth_quarter_1995_upper_half_committee_annual_range_m3_grow_upper_end_range,0.0,0.0,0.0
donald_l_kohn_secretary,0.0,0.0,0.0
addition_flatten_term_structure_interest_rate_lessen_comparative_attractiveness_bond_mutual_fund_continue_experience_light_inflow,0.0,0.0,0.0
accordingly_directive_state_context_committee_long_run_objective_price_stability_sustainable_economic_growth_give_careful_consideration_economic_financial_monetary_development_slightly_great_reserve_restraint_slightly_less_reserve_restraint_would_acceptable_intermeeting_period,0.0,0.0,0.0
reference_also_make_possibility_suggest_analyst_value_housing_wealth_might_level,0.0,0.0,0.0
look_ahead_number_factor_seem_likely_undergird_consumer_spending_include_positive_effect_permanent_incomes_robust_ongoing_growth_productivity_possibly_accelerate_phase_tax_reduction_stem_early_legislation_prospect_additional_reduction_federal_tax_affect_household_income_generally_continue_favorable_effect_low_interest_rate_widely_available_financing_consumer_purchase_motor_vehicle_durables,0.0,0.0,0.0
meeting_adjourn_12_05_p_vincent_r_reinhart_secretary_return_top_fomc_home_monetary_policy_accessibility_contact_u_last_update_january_30_2003_2_00_pm,0.0,0.0,0.0
federal_fund_rate_remain_close_committee_target_level_1_3_4_percent_intermeeting_period,0.0,0.0,0.0
beyond_near_term_however_favorable_outlook_productivity_growth_related_profit_opportunity_point_revival_robust_capital_spending,0.0,0.0,0.0
business_spending_equipment_also_expect_remain_soft,0.0,0.0,0.0
high_tech_sector_positive_sign_note_demand_computer_peripheral_outlook_communication_equipment_still_negative,0.0,0.0,0.0
outlook_business_capital_expenditures_improve_anecdotal_report_suggest_business_executive_still_notably_cautious_formulate_spending_plan_indication_accelerate_capital_investment_still_quite_limited,0.0,0.0,0.0
particular_unclear_whether_pause_economic_expansion_would_largely_limited_relatively_short_inventory_correction_would_involve_extensive_cyclical_adjustment,0.0,0.0,0.0
eventual_degree_duration_soften_economic_condition_difficult_predict,0.0,0.0,0.0
weaken_especially_evident_durable_good_produce_industry_lead_large_cutback_manufacture_output_numerous_business_firm_attempt_pare_view_excessive_inventory,0.0,0.0,0.0
committee_discussion_current_prospective_economic_development_member_comment_slowdown_expansion_second_half_2000_unexpected_light_previously_unsustainable_rate_increase_output_speed_extent_slowdown_much_pronounce_anticipated,0.0,0.0,0.0
prospect_energy_price_difficult_predict_even_price_stabilize_passthrough_large_early_increase_inflation_wage_expectation_well_price_product_heavily_energy_dependent_likely_exert_upward_pressure_price_throughout_economy,0.0,0.0,0.0
however_nonlabor_input_price_already_rise_faster,0.0,0.0,0.0
regard_several_cite_recent_statistical_anecdotal_evidence_large_increase_labor_compensation_although_unit_labor_cost_appear_trend_high_point,0.0,0.0,0.0
concern_outlook_inflation_member_continue_see_risk_primarily_tilt_toward_rise_inflationary_pressure_though_anticipated_gain_productivity_would_hold_increase_unit_labor_cost_price_least_near_term,0.0,0.0,0.0
unseasonably_favorable_weather_extend_construction_season_area_country_low_mortgage_rate_rapid_employment_growth_rise_net_worth_special_financing_program_design_broaden_opportunity_homeownership_important_factor_strength_home_sale,0.0,0.0,0.0
sale_exist_home_hit_record_high_december,0.0,0.0,0.0
single_family_housing_start_remain_high_level_december_sale_new_home_month_slightly_record_establish_november,0.0,0.0,0.0
residential_housing_activity_continue_display_substantial_strength_fourth_quarter,0.0,0.0,0.0
housing_demand_continue_exhibit_considerable_strength_year_end_context_sharp_decline_fix_mortgage_rate_recent_month_sizable_gain_employment_household_income_positive_consumer_assessment_homebuying_condition,0.0,0.0,0.0
pace_business_inventory_investment_october_november_slightly_third_quarter_comparison_strong_sale_inventory_position_relatively_lean_industry,0.0,0.0,0.0
turn_encourage_stabilize_reaction_financial_market_perhaps_reduce_odds_outsized_response_evolve_circumstance_near_term_require_adjustment_policy_previously_anticipate,0.0,0.0,0.0
manufacture_stock_increase_moderately_october_november_period_aggregate_stock_shipment_ratio_middle_narrow_range_past_year,0.0,0.0,0.0
inventory_investment_wholesale_sector_slow_considerably_much_swing_reflect_unusually_early_harvest_farm_product,0.0,0.0,0.0
moreover_inflation_run_fairly_low_rate_quite_possibly_would_edge_little_come_quarter,0.0,0.0,0.0
member_indicate_could_support_issuance_public_statement_indicate_risk_remain_tilted_toward_economic_weakness,0.0,0.0,0.0
moreover_relatively_high_rate_growth_structural_productivity_show_little_sign_wan_long_run_prospect_household_income_remain_positive,0.0,0.0,0.0
important_factor_outlook_expectation_reduction_energy_price_would_boost_disposable_income_available_non_energy_expenditure_likely_provide_fillip_consumer_sentiment_process,0.0,0.0,0.0
nonetheless_absence_possible_development_lead_deterioration_consumer_sentiment_member_saw_reasonable_prospect_strengthen_consumer_spending_year_even_assume_decline_expenditure_relative_income,0.0,0.0,0.0
negative_factor_cite_member_include_adverse_wealth_effect_decrease_stock_market_valuation_relatively_high_consumer_debt_service_burden_possible_retrenchment_consumer_extend_period_large_increase_purchase_related_buildup_consumer_durables,0.0,0.0,0.0
evidence_sale_stabilize_possibly_rise_slightly_january_though_part_improvement_could_reflect_steep_price_discount_purpose_reduce_inventory,0.0,0.0,0.0
mark_deceleration_final_sale_experience_late_last_year_concentrate_consumer_spending_motor_vehicle_durable_good_business_expenditure_equipment_software,0.0,0.0,0.0
meet_december_22_1998_committee_adopt_directive_call_maintaining_condition_reserve_market_consistent_unchanged_federal_fund_rate_4_3_4_percent_contain_bias_regard_direction_possible_adjustment_policy_intermeeting_period,0.0,0.0,0.0
meet_december_16_1997_committee_adopt_directive_call_maintaining_condition_reserve_market_consistent_unchanged_federal_fund_rate_average_around_5_1_2_percent,0.0,0.0,0.0
president_refer_relatively_negative_least_cautious_sentiment_among_many_business_contact,0.0,0.0,0.0
review_development_across_nation_federal_reserve_bank_president_report_modest_growth_major_area_country,0.0,0.0,0.0
federal_open_market_committee_authorize_direct_federal_reserve_bank_new_york_system_open_market_account_extent_necessary_carry_committee_foreign_currency_directive_express_authorization_committee_pursuant_thereto_conformity_procedural_instruction_committee_may_issue_time_time,0.0,0.0,0.0
simon_potter_manager_system_open_market_account,0.0,0.0,0.0
regard_labor_cost_member_cite_anecdotal_evidence_persist_weakness_numerous_regional_labor_market_give_current_reluctance_employer_add_workforce_prospect_job_gain_labor_compensation_would_tend_lag_anticipate_strengthen_economic_activity_often_past,0.0,0.0,0.0
largely_reflect_expectation_ongoing_albeit_diminish_slack_labor_product_market_member_anticipated_consumer_price_inflation_probably_would_edge_next_several_quarter_already_low_level,0.0,0.0,0.0
agree_next_meeting_committee_would_hold_tuesday_december_10_2002,0.0,0.0,0.0
circumstance_pause_seem_desirable_monitor_still_incomplete_effect_committee_ease_past_year_significant_part_implement_recent_month_contour_turnaround_economic_activity,0.0,0.0,0.0
fact_grow_number_indicator_point_reduction_pressure_hold_back_economy_emerge_business_recovery,0.0,0.0,0.0
monetary_policy_ease_substantially_past_year_real_federal_fund_rate_unusually_low_level_policy_seem_well_position_support_economic_recovery_force_restrain_demand_abate,0.0,0.0,0.0
conclusion_discussion_committee_vote_approve_without_change_range_2000_establish_tentative_basis_june_30_1999,0.0,0.0,0.0
finish_energy_price_fell_1998_finish_food_price_slightly_price_core_finish_good_turn_unchanged_1997,0.0,0.0,0.0
producer_level_price_finish_good_edged_1998_follow_appreciable_decline_1997,0.0,0.0,0.0
view_member_argument_could_make_move_balanced_risk_statement_give_could_envisage_development_could_strengthen_economy_beyond_current_forecast,0.0,0.0,0.0
implementation_policy_immediate_future_committee_seek_condition_reserve_market_consistent_maintain_federal_fund_rate_average_around_5_1_2_percent,0.0,0.0,0.0
however_agree_shift_balance_risk_conjunction_unchanged_policy_stance_could_point_misread_financial_market_indication_much_optimistic_view_economic_outlook_member_currently_entertain,0.0,0.0,0.0
depress_effect_lag_final_sale_business_investment_spending_notably_equipment_software_reinforce_deterioration_financial_balance_sheet_business_firm_tighter_supply_condition_segment_credit_market_buildup_excess_capacity_erode_profitability,0.0,0.0,0.0
dollar_decline_somewhat_balance_yen_heighten_prospect_domestic_fiscal_stimulus_japan_foster_hope_less_weak_performance_japanese_economy,0.0,0.0,0.0
sizable_advance_dollar_relative_german_mark_largely_reverse_late_intermeeting_period_incoming_information_suggest_great_strength_german_economy_lift_value_mark_tend_offset_growing_concern_likely_effect_asian_crisis_germany,0.0,0.0,0.0
dollar_also_gain_slightly_average_relation_currency_g_10_currency,0.0,0.0,0.0
dollar_rise_considerably_currency_many_emerge_market_economy_asia_amid_continue_market_concern_adequacy_reform_would_undertaken_affected_country_magnitude_availability_international_financial_assistance_would_need_support_effort,0.0,0.0,0.0
foreign_exchange_market_dollar_appreciate_balance_intermeeting_period,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_ferguson_gramlich_guynn_kelley_meyer_moskow_parry_ms,0.0,0.0,0.0
return_top_home_fomc_accessibility_comment_site_please_fill_feedback_form,0.0,0.0,0.0
negative_factor_cite_member_include_ongoing_concern_job_security_sustain_continue_stream_workforce_reduction_announcement_major_business_concern_increase_consumer_debt_burden_show_rise_delinquency_rate_type_loan_apparent_satisfaction_much_earlier_pent_demand_consumer_durables,0.0,0.0,0.0
consumer_spending_outlook_complicate_number_crosscurrent,0.0,0.0,0.0
discussion_press_statement_issue_shortly_meet_member_indicate_committee_risk_assessment_relate_economic_activity_inflation_reference_statement_remain_use_since_may_meet,0.0,0.0,0.0
long_term_interest_rate_change_little_intermeeting_period_treasury_bond_yield_move_slightly_balance_apparently_response_incoming_data_suggest_stronger_expect_economic_growth,0.0,0.0,0.0
interpretation_might_foster_unwarranted_counterproductive_adjustment_financial_market,0.0,0.0,0.0
open_market_operation_intermeeting_period_direct_toward_maintain_federal_fund_rate_committee_desire_level,0.0,0.0,0.0
share_price_u_equity_market_move_slightly_net_perhaps_partly_response_bond_market_rally_equity_market_country_notably_asia_remain_unsettled,0.0,0.0,0.0
much_recent_soften_economic_activity_appear_arise_production_cutback_various_sector_economy_involuntary_accumulation_inventory_seem_occurred_result_weaker_sale_trend_past_month,0.0,0.0,0.0
member_ask_indicate_wished_instrument_question_place_agenda_consideration_meeting,0.0,0.0,0.0
also_agree_accommodative_stance_policy_development_intermeeting_period_current_forecast_context_tension_abroad_argue_retain_balanced_risk_assessment_include_statement_would_make_public_shortly_meet,0.0,0.0,0.0
member_conclude_wait_see_policy_stance_desirable_pending_improved_basis_judge_ongoing_performance_economy,0.0,0.0,0.0
indeed_committee_could_envision_circumstance_might_find_desirable_adjust_policy_stance_substantially_promptly_one_direction_month_ahead,0.0,0.0,0.0
point_committee_could_rule_range_plausible_economic_outcome_include_possibility_persist_subpar_economic_performance_much_strong_forecast_acceleration_expansion,0.0,0.0,0.0
committee_discussion_policy_intermeeting_period_member_support_proposal_maintain_unchanged_policy_stance,0.0,0.0,0.0
meeting_adjourn_1_55_p_vincent_r_reinhart_secretary_return_top_fomc_home_monetary_policy_accessibility_contact_u_last_update_december_12_2002_2_00_pm,0.0,0.0,0.0
1998_whole_cpi_inflation_slightly_low_1997_substantial_decline_energy_price_offset_sizable_pickup_food_inflation_small_increase_core_inflation,0.0,0.0,0.0
reserve_condition_contemplate_meeting_expect_consistent_considerable_moderation_growth_m2_m3_month_ahead,0.0,0.0,0.0
producer_level_price_finish_good_core_finish_good_component_decline_december,0.0,0.0,0.0
committee_also_decide_discontinue_consideration_possible_use_foreign_sovereign_debt_obligation_collateral_repurchase_agreement_light_problem_envisage_employment_security,0.0,0.0,0.0
value_export_rise_appreciably_october_november_period_large_increase_occur_automotive_agricultural_product,0.0,0.0,0.0
nominal_deficit_u_trade_good_service_narrow_substantially_average_october_november_level_third_quarter,0.0,0.0,0.0
vote_action_mr_stern,0.0,0.0,0.0
recent_performance_inflation_encourage_aspect_odds_great_price_pressure_seem_relatively_small_time,0.0,0.0,0.0
number_concern_include_extent_damp_effect_high_debt_load_employment_uncertainty_consumption_question_source_export_growth_suggest_possibility_sluggish_expansion_possible_development_upside_difficult_identify,0.0,0.0,0.0
growth_economic_activity_also_constrain_production_cutback_stem_effort_bring_stock_well_alignment_disappointing_sale_number_industry,0.0,0.0,0.0
weakness_business_activity_winter_extent_result_partial_shutdown_federal_government_severe_storm_number_region_clearly_transitory_influence_economy,0.0,0.0,0.0
number_member_express_hope_legislation_would_encompass_provision_would_lead_permanently_large_federal_deficit_negative_consequence_economy_long_term,0.0,0.0,0.0
member_also_observe_give_compete_legislative_proposal_currently_consideration_eventual_component_size_legislation_uncertain_point_though_likely_importantly_influence_performance_economy_especially_labor_market_condition_come_month,0.0,0.0,0.0
member_anticipate_enactment_new_legislation_would_add_fiscal_stimulus_already_incorporate_early_legislation,0.0,0.0,0.0
discussion_meet_member_recognize_outright_purchase_ginnie_maes_permanent_addition_system_portfolio_would_present_number_difficulty_would_require_extensive_preparation_effective_integration_deem_desirable_later_date_conduct_outright_system_open_market_operation,0.0,0.0,0.0
asia_weakness_economic_activity_japan_continue_fourth_quarter_persist_financial_turmoil_strong_adverse_effect_economy_number_develop_country,0.0,0.0,0.0
recent_survey_indicate_consumer_confidence_remain_high_level,0.0,0.0,0.0
pursuant_committee_instruction_march_staff_activate_study_possible_employment_mortgage_back_security_guarantee_government_national_mortgage_association_ginnie_maes_outright_system_open_market_operation,0.0,0.0,0.0
even_member_express_consensus_favor_continue_study_alternative_treasury_obligation_potential_future_use,0.0,0.0,0.0
long_run_objective_committee_immediate_future_seek_condition_reserve_market_consistent_reduce_federal_fund_rate_average_around_1_1_4_percent,0.0,0.0,0.0
economic_recovery_many_foreign_nation_seem_likely_course_year_strength_recovery_subject_considerable_uncertainty_risk_serious_difficulty_important_economy_might_spread_could_overlook,0.0,0.0,0.0
unanimous_vote_foreign_currency_directive_reaffirm_form_show,0.0,0.0,0.0
tentative_range_approve_june_period_fourth_quarter_1999_fourth_quarter_2000_include_growth_1_5_percent_m2_2_6_percent_m3_3_7_percent_total_domestic_nonfinancial_debt,0.0,0.0,0.0
keep_requirement_full_employment_balance_growth_act_1978_humphrey_hawkins_act_committee_review_meeting_range_growth_monetary_debt_range_establish_tentative_basis_june_1999,0.0,0.0,0.0
retailer_step_inventory_accumulation_october_november_period,0.0,0.0,0.0
inventory_sale_ratio_sector_still_top_range_last_year_inventory_overhang_persist_metal_mineral_machinery_chemical,0.0,0.0,0.0
available_information_indicate_economic_expansion_remain_healthy_foreign_g_7_country_although_slow_somewhat_third_quarter,0.0,0.0,0.0
average_deficit_u_trade_good_service_october_november_little_small_rate_third_quarter,0.0,0.0,0.0
accordingly_forecast_civilian_rate_unemployment_fourth_quarter_1996_near_current_level_central_tendency_5_1_2_5_3_4_percent_full_range_5_1_2_6_percent,0.0,0.0,0.0
generally_low_rate_resource_utilization_anticipate_year_ahead_rise_productivity_highly_competitive_market_pricing_could_expect_moderate_price_pressure,0.0,0.0,0.0
member_nonmember_president_generally_anticipate_economic_expansion_line_forecast_would_associate_employment_growth_close_labor_force,0.0,0.0,0.0
measure_basis_chain_weight_indexes_forecast_growth_real_gdp_central_tendency_2_2_1_4_percent_full_range_1_1_2_2_1_2_percent_period_fourth_quarter_1995_fourth_quarter_1996,0.0,0.0,0.0
generally_state_local_effort_redress_budget_imbalance_likely_offset_small_part_probable_stimulus_forthcoming_federal_legislation_member_comment_effort_might_well_involve_fiscal_restraint_currently_foreseen_analyst,0.0,0.0,0.0
contemplate_reserve_condition_expect_consistent_moderate_growth_m2_m3_coming_month,0.0,0.0,0.0
another_problem_relate_certain_tax_proposal_consideration_congress_notably_exclusion_dividend_income_could_adverse_consequence_revenue_numerous_state_local_government_link_taxable_income_report_federal_return,0.0,0.0,0.0
note_state_revenue_shortfall_aggravate_federally_mandate_cost_related_homeland_security_least_currently_reimburse_federal_government,0.0,0.0,0.0
previous_meeting_member_also_comment_severe_fiscal_problem_experience_numerous_state_local_government,0.0,0.0,0.0
addition_cacf_make_unnecessary_implementation_contingency_plan_backup_facility_since_september_2001,0.0,0.0,0.0
member_conclude_however_significant_resource_assign_time_study_alternative_open_market_operation_give_prospect_enlarge_supply_treasury_obligation_decision_focus_ginnie_maes_introduction_new_discount_window_program_system_primary_credit_facility_schedule_implementation_early_2003,0.0,0.0,0.0
addition_committee_review_study_consider_whether_acf_might_adapt_use_contingency_cacf_full_substitute_open_market_operation,0.0,0.0,0.0
indirect_effect_decline_occur_energy_price_would_continue_hold_input_price_pass_fully_final_purchaser,0.0,0.0,0.0
value_export_two_month_period_rise_considerably_large_gain_occur_automotive_product_ship_canada_aircraft_machinery_agricultural_product_service,0.0,0.0,0.0
indeed_core_inflation_could_well_edge_low,0.0,0.0,0.0
inflation_likely_remain_quite_subdue,0.0,0.0,0.0
felt_raise_benchmark_range_risk_misleading_public_committee_confidence_imply_value_variable_go_forward_committee_determination_pursue_fundamental_objective_price_stability_sustainable_economic_expansion_low_weight_committee_member_continue_place_monetary_aggregate_policy_deliberation_owe_uncertainty_surround,0.0,0.0,0.0
one_member_support_proposal_adjust_monetary_growth_range_upward_least_enough_reflect_development,0.0,0.0,0.0
